Row ID,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order_Month,Order_Quarter,Order_Weekday,High_Sales
37,CA-2017-117590,2017-08-12,0,GH-14485,Gene Hale,1,United States,Richardson,Texas,75080.0,0,FUR-FU-10003664,0,9,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,8,3,5,1
42,CA-2018-120999,2018-10-09,3,LC-16930,Linda Cazamias,1,United States,Naperville,Illinois,60540.0,0,TEC-PH-10004093,2,13,Panasonic Kx-TS550,147.168,10,4,1,1
45,CA-2017-118255,2017-11-03,0,ON-18715,Odella Nelson,1,United States,Eagan,Minnesota,55122.0,0,TEC-AC-10000171,2,0,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,11,4,4,0
46,CA-2017-118255,2017-11-03,0,ON-18715,Odella Nelson,1,United States,Eagan,Minnesota,55122.0,0,OFF-BI-10003291,1,3,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,11,4,4,0
54,CA-2017-105816,2017-11-12,3,JM-15265,Janet Molinari,1,United States,New York City,New York,10024.0,1,OFF-FA-10000304,1,8,Advantus Push Pins,15.26,11,4,6,0
55,CA-2017-105816,2017-11-12,3,JM-15265,Janet Molinari,1,United States,New York City,New York,10024.0,1,TEC-PH-10002447,2,13,AT&T CL83451 4-Handset Telephone,1029.95,11,4,6,1
68,CA-2015-106376,2015-05-12,3,BS-11590,Brendan Sweed,1,United States,Gilbert,Arizona,85234.0,3,OFF-AR-10002671,1,2,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,5,2,1,1
69,CA-2015-106376,2015-05-12,3,BS-11590,Brendan Sweed,1,United States,Gilbert,Arizona,85234.0,3,TEC-PH-10002726,2,13,netTALK DUO VoIP Telephone Service,167.968,5,2,1,1
70,CA-2017-119823,2017-04-06,0,KD-16270,Karen Daniels,0,United States,Springfield,Virginia,22153.0,2,OFF-PA-10000482,1,12,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,4,2,3,1
76,US-2018-118038,2018-09-12,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,OFF-BI-10004182,1,3,Economy Binders,1.248,9,3,2,0
77,US-2018-118038,2018-09-12,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,FUR-FU-10000260,0,9,"6"" Cubicle Wall Clock, Black",9.708,9,3,2,0
78,US-2018-118038,2018-09-12,0,KB-16600,Ken Brennan,1,United States,Houston,Texas,77041.0,0,OFF-ST-10000615,1,14,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,9,3,2,0
80,CA-2017-127208,2017-12-06,0,SC-20770,Stewart Carmichael,1,United States,Decatur,Alabama,35601.0,2,OFF-AP-10002118,1,1,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,12,4,2,1
81,CA-2017-127208,2017-12-06,0,SC-20770,Stewart Carmichael,1,United States,Decatur,Alabama,35601.0,2,OFF-BI-10002309,1,3,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,12,4,2,0
82,CA-2015-139451,2015-12-10,3,DN-13690,Duane Noonan,0,United States,San Francisco,California,94122.0,3,OFF-AR-10002053,1,2,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,12,4,3,0
83,CA-2015-139451,2015-12-10,3,DN-13690,Duane Noonan,0,United States,San Francisco,California,94122.0,3,OFF-ST-10002370,1,14,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,12,4,3,0
84,CA-2016-149734,2016-03-09,3,JC-16105,Julie Creighton,1,United States,Durham,North Carolina,27707.0,2,OFF-EN-10000927,1,7,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,3,1,2,1
89,CA-2017-159695,2017-05-04,2,GM-14455,Gary Mitchum,2,United States,Houston,Texas,77095.0,0,OFF-ST-10003442,1,14,Eldon Portable Mobile Manager,158.368,5,2,3,1
96,US-2018-109484,2018-06-11,3,RB-19705,Roger Barcio,2,United States,Portland,Oregon,97206.0,3,OFF-BI-10004738,1,3,Flexible Leather- Look Classic Collection Ring Binder,5.682,6,2,0,0
97,CA-2018-161018,2018-09-11,2,PN-18775,Parhena Norris,2,United States,New York City,New York,10009.0,1,FUR-FU-10000629,0,9,9-3/4 Diameter Round Wall Clock,96.53,9,3,1,1
99,CA-2017-149223,2017-06-09,3,ER-13855,Elpida Rittenbach,1,United States,Saint Paul,Minnesota,55106.0,0,OFF-AP-10000358,1,1,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,2,4,1
103,CA-2017-129903,2017-01-12,2,GZ-14470,Gary Zandusky,0,United States,Rochester,Minnesota,55901.0,0,OFF-PA-10004040,1,12,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,1,1,3,0
112,CA-2017-128867,2017-03-11,3,CL-12565,Clay Ludtke,0,United States,Urbandale,Iowa,50322.0,0,OFF-AR-10000380,1,2,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,3,1,5,1
113,CA-2017-128867,2017-03-11,3,CL-12565,Clay Ludtke,0,United States,Urbandale,Iowa,50322.0,0,OFF-BI-10003981,1,3,"Avery Durable Plastic 1"" Binders",27.24,3,1,5,0
118,CA-2016-110457,2016-02-03,3,DK-13090,Dave Kipp,0,United States,Seattle,Washington,98103.0,3,FUR-TA-10001768,0,16,Hon Racetrack Conference Tables,787.53,2,1,2,1
119,US-2016-136476,2016-05-04,3,GG-14650,Greg Guthrie,1,United States,Bristol,Tennessee,37620.0,2,OFF-BI-10003650,1,3,GBC DocuBind 300 Electric Binding Machine,157.794,5,2,2,1
120,CA-2017-103730,2017-12-06,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,FUR-FU-10002157,0,9,Artistic Insta-Plaque,47.04,12,4,2,0
121,CA-2017-103730,2017-12-06,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-BI-10003910,1,3,DXL Angle-View Binders with Locking Rings by Samsill,30.84,12,4,2,0
122,CA-2017-103730,2017-12-06,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-ST-10000777,1,14,"Companion Letter/Legal File, Black",226.56,12,4,2,1
123,CA-2017-103730,2017-12-06,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,OFF-EN-10002500,1,7,Globe Weis Peel & Seel First Class Envelopes,115.02,12,4,2,1
124,CA-2017-103730,2017-12-06,0,SC-20725,Steven Cartwright,0,United States,Wilmington,Delaware,19805.0,1,TEC-PH-10003875,2,13,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,12,4,2,1
127,US-2018-107272,2018-05-11,3,TS-21610,Troy Staebel,0,United States,Phoenix,Arizona,85023.0,3,OFF-BI-10003274,1,3,"Avery Durable Slant Ring Binders, No Labels",2.388,5,2,4,0
128,US-2018-107272,2018-05-11,3,TS-21610,Troy Staebel,0,United States,Phoenix,Arizona,85023.0,3,OFF-ST-10002974,1,14,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,5,2,4,1
129,US-2017-125969,2017-06-11,2,LS-16975,Lindsay Shagiari,2,United States,Los Angeles,California,90004.0,3,FUR-CH-10001146,0,5,"Global Task Chair, Black",81.424,6,2,6,1
130,US-2017-125969,2017-06-11,2,LS-16975,Lindsay Shagiari,2,United States,Los Angeles,California,90004.0,3,FUR-FU-10003773,0,9,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,6,2,6,1
131,US-2018-164147,2018-02-02,0,DW-13585,Dorothy Wardle,1,United States,Columbus,Ohio,43229.0,1,TEC-PH-10002293,2,13,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,2,1,4,1
132,US-2018-164147,2018-02-02,0,DW-13585,Dorothy Wardle,1,United States,Columbus,Ohio,43229.0,1,OFF-PA-10002377,1,12,Xerox 1916,78.304,2,1,4,1
133,US-2018-164147,2018-02-02,0,DW-13585,Dorothy Wardle,1,United States,Columbus,Ohio,43229.0,1,OFF-FA-10002780,1,8,Staples,21.456,2,1,4,0
141,CA-2017-110366,2017-05-09,2,JD-15895,Jonathan Doherty,1,United States,Philadelphia,Pennsylvania,19140.0,1,FUR-FU-10004848,0,9,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,5,2,1,1
146,CA-2016-110744,2016-07-09,3,HA-14920,Helen Andreada,0,United States,Pasadena,California,91104.0,3,OFF-ST-10003656,1,14,Safco Industrial Wire Shelving,671.93,7,3,5,1
148,CA-2017-114489,2017-05-12,3,JE-16165,Justin Ellison,1,United States,Franklin,Wisconsin,53132.0,0,TEC-PH-10000215,2,13,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,5,2,4,1
149,CA-2017-114489,2017-05-12,3,JE-16165,Justin Ellison,1,United States,Franklin,Wisconsin,53132.0,0,TEC-PH-10001448,2,13,Anker Astro 15000mAh USB Portable Charger,149.97,5,2,4,1
150,CA-2017-114489,2017-05-12,3,JE-16165,Justin Ellison,1,United States,Franklin,Wisconsin,53132.0,0,FUR-CH-10000454,0,5,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,5,2,4,1
151,CA-2017-114489,2017-05-12,3,JE-16165,Justin Ellison,1,United States,Franklin,Wisconsin,53132.0,0,OFF-BI-10002735,1,3,GBC Prestige Therm-A-Bind Covers,171.55,5,2,4,1
158,CA-2015-104269,2015-01-03,2,DB-13060,Dave Brooks,0,United States,Seattle,Washington,98115.0,3,FUR-CH-10004063,0,5,Global Deluxe High-Back Manager's Chair,457.568,1,1,5,1
161,CA-2017-162733,2017-11-05,0,TT-21070,Ted Trevino,0,United States,Los Angeles,California,90045.0,3,OFF-PA-10002751,1,12,Xerox 1920,5.98,11,4,6,0
164,CA-2017-113817,2017-07-11,3,MJ-17740,Max Jones,0,United States,Seattle,Washington,98115.0,3,OFF-BI-10004002,1,3,Wilson Jones International Size A4 Ring Binders,27.68,7,3,1,0
165,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,OFF-AR-10004441,1,2,BIC Brite Liner Highlighters,9.936,8,3,6,0
166,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,TEC-MA-10000822,2,11,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,3,6,1
167,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,OFF-ST-10000991,1,14,Space Solutions HD Industrial Steel Shelving.,275.928,8,3,6,1
168,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,FUR-CH-10004287,0,5,SAFCO Arco Folding Chair,1740.06,8,3,6,1
169,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,OFF-AR-10002656,1,2,Sanford Liquid Accent Highlighters,32.064,8,3,6,0
170,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,OFF-AP-10002518,1,1,Kensington 7 Outlet MasterPiece Power Center,177.98,8,3,6,1
171,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,TEC-PH-10003931,2,13,JBL Micro Wireless Portable Bluetooth Speaker,143.976,8,3,6,1
172,CA-2015-118962,2015-05-08,3,CS-12130,Chad Sievert,0,United States,Los Angeles,California,90004.0,3,OFF-PA-10000659,1,12,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,5,2,4,0
173,CA-2015-118962,2015-05-08,3,CS-12130,Chad Sievert,0,United States,Los Angeles,California,90004.0,3,OFF-PA-10001144,1,12,Xerox 1913,110.96,5,2,4,1
174,CA-2015-118962,2015-05-08,3,CS-12130,Chad Sievert,0,United States,Los Angeles,California,90004.0,3,FUR-CH-10003817,0,5,"Global Value Steno Chair, Gray",340.144,5,2,4,1
181,CA-2015-166191,2015-05-12,2,DK-13150,David Kendrick,1,United States,Decatur,Illinois,62521.0,0,OFF-ST-10003455,1,14,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,5,2,1,0
182,CA-2015-166191,2015-05-12,2,DK-13150,David Kendrick,1,United States,Decatur,Illinois,62521.0,0,TEC-AC-10004659,2,0,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,5,2,1,1
190,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,FUR-BO-10002613,0,4,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,12,4,5,1
191,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,TEC-PH-10001552,2,13,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,12,4,5,1
192,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,OFF-PA-10000061,1,12,Xerox 205,51.84,12,4,5,0
193,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,FUR-BO-10002545,0,4,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,12,4,5,1
194,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,OFF-AR-10003514,1,2,4009 Highlighters by Sanford,19.9,12,4,5,0
198,CA-2018-107720,2018-06-11,3,VM-21685,Valerie Mitchum,2,United States,Westfield,New Jersey,7090.0,1,OFF-ST-10001414,1,14,Decoflex Hanging Personal Folder File,46.26,6,2,0,0
199,US-2018-124303,2018-06-07,3,FH-14365,Fred Hopkins,1,United States,Philadelphia,Pennsylvania,19120.0,1,OFF-BI-10000343,1,3,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,6,2,3,0
200,US-2018-124303,2018-06-07,3,FH-14365,Fred Hopkins,1,United States,Philadelphia,Pennsylvania,19120.0,1,OFF-PA-10002749,1,12,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,6,2,3,0
202,CA-2015-133690,2015-03-08,0,BS-11755,Bruce Stewart,0,United States,Denver,Colorado,80219.0,3,FUR-TA-10004289,0,16,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,3,1,6,1
203,CA-2015-133690,2015-03-08,0,BS-11755,Bruce Stewart,0,United States,Denver,Colorado,80219.0,3,OFF-AP-10003622,1,1,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,3,1,6,0
205,CA-2018-126382,2018-03-06,3,HK-14890,Heather Kirkland,1,United States,Franklin,Tennessee,37064.0,2,FUR-FU-10002960,0,9,"Eldon 200 Class Desk Accessories, Burgundy",35.168,3,1,1,0
206,CA-2018-108329,2018-09-12,3,LE-16810,Laurel Elliston,0,United States,Whittier,California,90604.0,3,TEC-PH-10001918,2,13,Nortel Business Series Terminal T7208 Digital phone,444.768,9,3,2,1
207,CA-2018-135860,2018-01-12,3,JH-15985,Joseph Holt,0,United States,Saginaw,Michigan,48601.0,0,OFF-ST-10000642,1,14,"Tennsco Lockers, Gray",83.92,1,1,4,1
208,CA-2018-135860,2018-01-12,3,JH-15985,Joseph Holt,0,United States,Saginaw,Michigan,48601.0,0,TEC-PH-10001700,2,13,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,1,1,4,1
209,CA-2018-135860,2018-01-12,3,JH-15985,Joseph Holt,0,United States,Saginaw,Michigan,48601.0,0,OFF-BI-10003274,1,3,"Avery Durable Slant Ring Binders, No Labels",15.92,1,1,4,0
210,CA-2018-135860,2018-01-12,3,JH-15985,Joseph Holt,0,United States,Saginaw,Michigan,48601.0,0,OFF-FA-10000134,1,8,"Advantus Push Pins, Aluminum Head",52.29,1,1,4,0
211,CA-2018-135860,2018-01-12,3,JH-15985,Joseph Holt,0,United States,Saginaw,Michigan,48601.0,0,OFF-ST-10001522,1,14,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,1,4,1
212,CA-2016-101007,2016-09-02,2,MS-17980,Michael Stewart,1,United States,Dallas,Texas,75220.0,0,TEC-AC-10001266,2,0,Memorex Micro Travel Drive 8 GB,20.8,9,3,4,0
213,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,OFF-LA-10004544,1,10,Avery 505,23.68,2,1,0,0
214,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,FUR-BO-10004695,0,4,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,2,1,0,1
215,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,TEC-PH-10002844,2,13,Speck Products Candyshell Flip Case,62.982,2,1,0,1
216,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,TEC-MA-10000864,2,11,Cisco 9971 IP Video Phone Charcoal,1188.0,2,1,0,1
217,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,TEC-AC-10000109,2,0,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,1,0,1
226,CA-2016-163055,2016-09-08,3,DS-13180,David Smith,1,United States,Detroit,Michigan,48227.0,0,OFF-AR-10001026,1,2,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,9,3,3,0
227,CA-2016-163055,2016-09-08,3,DS-13180,David Smith,1,United States,Detroit,Michigan,48227.0,0,FUR-TA-10003748,0,16,Bevis 36 x 72 Conference Tables,622.45,9,3,3,1
228,CA-2016-163055,2016-09-08,3,DS-13180,David Smith,1,United States,Detroit,Michigan,48227.0,0,OFF-ST-10002485,1,14,Rogers Deluxe File Chest,21.98,9,3,3,0
232,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,FUR-TA-10001705,0,16,Bush Advantage Collection Round Conference Table,233.86,7,3,2,1
233,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,FUR-TA-10003473,0,16,Bretford Rectangular Conference Table Tops,620.6145,7,3,2,1
234,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,OFF-BI-10001679,1,3,GBC Instant Index System for Binding Systems,5.328,7,3,2,0
235,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,FUR-FU-10004017,0,9,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,7,3,2,1
236,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,TEC-AC-10003832,2,0,Logitech P710e Mobile Speakerphone,617.976,7,3,2,1
237,CA-2018-160514,2018-12-11,3,DB-13120,David Bremer,1,United States,Santa Clara,California,95051.0,3,OFF-PA-10002479,1,12,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,12,4,1,0
238,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,OFF-PA-10003349,1,12,Xerox 1957,25.92,4,2,3,0
239,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,FUR-FU-10000576,0,9,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,4,2,3,1
240,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,FUR-FU-10004351,0,9,Staple-based wall hangings,11.688,4,2,3,0
241,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,TEC-PH-10000011,2,13,PureGear Roll-On Screen Protector,31.984,4,2,3,0
242,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,FUR-TA-10002607,0,16,KI Conference Tables,177.225,4,2,3,1
243,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,FUR-FU-10002505,0,9,Eldon 100 Class Desk Accessories,4.044,4,2,3,0
244,CA-2017-157749,2017-04-06,2,KL-16645,Ken Lonsdale,0,United States,Chicago,Illinois,60610.0,0,OFF-AR-10004685,1,2,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,4,2,3,0
245,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,FUR-CH-10004063,0,5,Global Deluxe High-Back Manager's Chair,2001.86,1,1,1,1
246,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,OFF-ST-10002276,1,14,Safco Steel Mobile File Cart,166.72,1,1,1,1
247,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,OFF-PA-10004082,1,12,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,1,1,1,0
248,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,OFF-AP-10002945,1,1,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,1,1,1,1
249,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,OFF-PA-10000061,1,12,Xerox 205,25.92,1,1,1,0
250,CA-2017-154739,2017-10-12,2,LH-17155,Logan Haushalter,0,United States,San Francisco,California,94109.0,3,FUR-CH-10002965,0,5,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,10,4,3,1
251,CA-2017-145625,2017-11-09,3,KC-16540,Kelly Collister,0,United States,San Diego,California,92037.0,3,OFF-PA-10004569,1,12,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,11,4,3,0
252,CA-2017-145625,2017-11-09,3,KC-16540,Kelly Collister,0,United States,San Diego,California,92037.0,3,TEC-AC-10003832,2,0,Logitech P710e Mobile Speakerphone,3347.37,11,4,3,1
253,CA-2017-146941,2017-10-12,0,DL-13315,Delfina Latchford,0,United States,New York City,New York,10024.0,1,OFF-ST-10001228,1,14,"Fellowes Personal Hanging Folder Files, Navy",80.58,10,4,3,1
254,CA-2017-146941,2017-10-12,0,DL-13315,Delfina Latchford,0,United States,New York City,New York,10024.0,1,OFF-EN-10003296,1,7,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,10,4,3,1
259,CA-2018-163139,2018-01-12,2,CC-12670,Craig Carreira,0,United States,New York City,New York,10009.0,1,TEC-AC-10000290,2,0,Sabrent 4-Port USB 2.0 Hub,20.37,1,1,4,0
260,CA-2018-163139,2018-01-12,2,CC-12670,Craig Carreira,0,United States,New York City,New York,10009.0,1,OFF-ST-10002790,1,14,Safco Industrial Shelving,221.55,1,1,4,1
261,CA-2018-163139,2018-01-12,2,CC-12670,Craig Carreira,0,United States,New York City,New York,10009.0,1,OFF-BI-10003460,1,3,Acco 3-Hole Punch,17.52,1,1,4,0
262,US-2018-155299,2018-08-06,3,Dl-13600,Dorris liebe,1,United States,Pasadena,Texas,77506.0,0,OFF-AP-10002203,1,1,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,8,3,0,0
