Row ID,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order_Month,Order_Quarter,Order_Weekday,High_Sales
168,CA-2015-139892,2015-08-09,3,BM-11140,Becky Martin,0,United States,San Antonio,Texas,78207.0,0,FUR-CH-10004287,0,5,SAFCO Arco Folding Chair,1740.06,8,3,6,1
190,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,FUR-BO-10002613,0,4,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,12,4,5,1
193,CA-2016-102281,2016-12-10,0,MP-17470,Mark Packer,2,United States,New York City,New York,10035.0,1,FUR-BO-10002545,0,4,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,12,4,5,1
216,CA-2016-146262,2016-02-01,3,VW-21775,Victoria Wilson,1,United States,Medina,Ohio,44256.0,1,TEC-MA-10000864,2,11,Cisco 9971 IP Video Phone Charcoal,1188.0,2,1,0,1
227,CA-2016-163055,2016-09-08,3,DS-13180,David Smith,1,United States,Detroit,Michigan,48227.0,0,FUR-TA-10003748,0,16,Bevis 36 x 72 Conference Tables,622.45,9,3,3,1
233,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,FUR-TA-10003473,0,16,Bretford Rectangular Conference Table Tops,620.6145,7,3,2,1
236,US-2018-100930,2018-07-04,3,CS-12400,Christopher Schild,2,United States,Tampa,Florida,33614.0,2,TEC-AC-10003832,2,0,Logitech P710e Mobile Speakerphone,617.976,7,3,2,1
245,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,FUR-CH-10004063,0,5,Global Deluxe High-Back Manager's Chair,2001.86,1,1,1,1
248,CA-2015-131926,2015-01-06,2,DW-13480,Dianna Wilson,2,United States,Lakeville,Minnesota,55044.0,0,OFF-AP-10002945,1,1,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,1,1,1,1
252,CA-2017-145625,2017-11-09,3,KC-16540,Kelly Collister,0,United States,San Diego,California,92037.0,3,TEC-AC-10003832,2,0,Logitech P710e Mobile Speakerphone,3347.37,11,4,3,1
283,CA-2016-130890,2016-02-11,3,JO-15280,Jas O'Carroll,0,United States,Los Angeles,California,90004.0,3,FUR-TA-10002903,0,16,"Bevis Round Bullnose 29"" High Table Top",1038.84,2,1,3,1
319,CA-2015-164973,2015-04-11,3,NM-18445,Nathan Mautz,2,United States,New York City,New York,10024.0,1,TEC-MA-10002927,2,11,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,4,2,5,1
336,CA-2016-137946,2016-01-09,2,DB-13615,Doug Bickford,0,United States,Los Angeles,California,90045.0,3,TEC-CO-10001449,2,6,Hewlett Packard LaserJet 3310 Copier,959.984,1,1,5,1
339,CA-2015-129924,2015-12-07,3,AC-10420,Alyssa Crouse,1,United States,San Francisco,California,94122.0,3,FUR-TA-10004575,0,16,Hon 5100 Series Wood Tables,698.352,12,4,0,1
354,CA-2017-129714,2017-01-09,0,AB-10060,Adam Bellavance,2,United States,New York City,New York,10009.0,1,OFF-BI-10004995,1,3,GBC DocuBind P400 Electric Binding System,4355.168,1,1,0,1
360,CA-2018-155698,2018-08-03,0,VB-21745,Victoria Brennan,1,United States,Columbus,Georgia,31907.0,2,OFF-AP-10001124,1,1,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,3,4,1
387,CA-2016-122756,2016-03-12,3,DK-13225,Dean Katz,1,United States,Philadelphia,Pennsylvania,19140.0,1,TEC-MA-10001681,2,11,Lexmark MarkNet N8150 Wireless Print Server,482.34,3,1,5,1
400,CA-2017-108987,2017-08-09,2,AG-10675,Anna Gayman,0,United States,Houston,Texas,77036.0,0,FUR-BO-10004834,0,4,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,8,3,2,1
407,CA-2018-117457,2018-08-12,3,KH-16510,Keith Herrera,0,United States,San Francisco,California,94110.0,3,TEC-CO-10004115,2,6,Sharp AL-1530CS Digital Copier,1199.976,8,3,6,1
409,CA-2018-117457,2018-08-12,3,KH-16510,Keith Herrera,0,United States,San Francisco,California,94110.0,3,FUR-TA-10002041,0,16,"Bevis Round Conference Table Top, X-Base",1004.024,8,3,6,1
413,CA-2018-117457,2018-08-12,3,KH-16510,Keith Herrera,0,United States,San Francisco,California,94110.0,3,FUR-BO-10001972,0,4,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,8,3,6,1
434,CA-2017-127369,2017-06-06,0,DB-13060,Dave Brooks,0,United States,Lowell,Massachusetts,1852.0,1,OFF-ST-10003306,1,14,Letter Size Cart,714.3,6,2,1,1
437,CA-2017-147375,2017-12-06,2,PO-19180,Philisse Overcash,2,United States,Chicago,Illinois,60623.0,0,TEC-MA-10002937,2,11,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,12,4,2,1
474,CA-2015-144666,2015-09-11,2,JP-15520,Jeremy Pistek,0,United States,San Francisco,California,94110.0,3,TEC-PH-10002680,2,13,Samsung Galaxy Note 3,703.968,9,3,4,1
486,CA-2018-140963,2018-10-06,0,MT-18070,Michelle Tran,2,United States,Los Angeles,California,90045.0,3,FUR-BO-10001337,0,4,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,10,4,5,1
530,US-2016-138303,2016-03-09,3,MG-18145,Mike Gockenbach,0,United States,Philadelphia,Pennsylvania,19134.0,1,OFF-SU-10002881,1,15,Martin Yale Chadless Opener Electric Letter Opener,666.248,3,1,2,1
558,CA-2017-113243,2017-10-06,3,OT-18730,Olvera Toch,0,United States,Los Angeles,California,90045.0,3,FUR-TA-10004256,0,16,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,10,4,4,1
596,CA-2015-131450,2015-08-08,3,LR-16915,Lena Radford,0,United States,San Diego,California,92024.0,3,TEC-CO-10004115,2,6,Sharp AL-1530CS Digital Copier,1199.976,8,3,5,1
614,CA-2017-121223,2017-11-09,2,GD-14590,Giulietta Dortch,1,United States,Philadelphia,Pennsylvania,19143.0,1,TEC-PH-10004667,2,13,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,11,4,3,1
684,US-2018-168116,2018-04-11,1,GT-14635,Grant Thornton,1,United States,Burlington,North Carolina,27217.0,2,TEC-MA-10004125,2,11,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,2,2,1
686,CA-2015-157784,2015-05-07,0,MC-17845,Michael Chen,0,United States,Jackson,Mississippi,39212.0,2,TEC-AC-10003911,2,0,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,5,2,3,1
709,CA-2015-112158,2015-02-12,0,DP-13165,David Philippe,0,United States,New York City,New York,10035.0,1,FUR-BO-10003272,0,4,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,2,1,3,1
731,US-2017-150861,2017-03-12,0,EG-13900,Emily Grady,0,United States,Oceanside,New York,11572.0,1,FUR-CH-10002965,0,5,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,1,6,1
754,CA-2017-110499,2017-07-04,0,YC-21895,Yoseph Carroll,1,United States,San Francisco,California,94110.0,3,TEC-CO-10002095,2,6,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,7,3,1,1
807,CA-2015-134313,2015-01-11,3,RA-19915,Russell Applegate,0,United States,Denver,Colorado,80219.0,3,TEC-PH-10001795,2,13,ClearOne CHATAttach 160 - speaker phone,1983.968,1,1,6,1
870,CA-2017-158099,2017-03-09,0,PK-18910,Paul Knutson,2,United States,Philadelphia,Pennsylvania,19143.0,1,OFF-BI-10000545,1,3,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,3,1,3,1
910,CA-2018-137596,2018-02-09,3,BE-11335,Bill Eplett,2,United States,Jackson,Michigan,49201.0,0,TEC-PH-10001494,2,13,Polycom CX600 IP Phone VoIP phone,1199.8,2,1,4,1
911,CA-2018-137596,2018-02-09,3,BE-11335,Bill Eplett,2,United States,Jackson,Michigan,49201.0,0,TEC-AC-10004666,2,0,Maxell iVDR EX 500GB Cartridge,1928.78,2,1,4,1
970,CA-2018-135279,2018-09-04,0,BS-11800,Bryan Spruell,2,United States,New York City,New York,10011.0,1,OFF-ST-10001097,1,14,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,9,3,1,1
978,CA-2018-159366,2018-07-01,0,BW-11110,Bart Watters,1,United States,Detroit,Michigan,48205.0,0,TEC-MA-10000822,2,11,Lexmark MX611dhe Monochrome Laser Printer,3059.982,7,3,6,1
981,CA-2017-144939,2017-03-10,3,EB-13870,Emily Burns,0,United States,New York City,New York,10035.0,1,FUR-CH-10003199,0,5,Office Star - Contemporary Task Swivel Chair,599.292,3,1,4,1
983,CA-2015-163419,2015-11-11,2,TZ-21580,Tracy Zic,0,United States,Louisville,Colorado,80027.0,3,TEC-PH-10000560,2,13,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,11,4,2,1
984,CA-2015-163419,2015-11-11,2,TZ-21580,Tracy Zic,0,United States,Louisville,Colorado,80027.0,3,FUR-CH-10000665,0,5,"Global Airflow Leather Mesh Back Chair, Black",603.92,11,4,2,1
1020,CA-2016-108665,2016-06-07,3,KM-16225,Kalyca Meade,1,United States,New York City,New York,10011.0,1,OFF-ST-10001526,1,14,Iceberg Mobile Mega Data/Printer Cart,601.65,6,2,1,1
1031,CA-2015-163552,2015-11-07,3,LA-16780,Laura Armstrong,1,United States,Hackensack,New Jersey,7601.0,1,FUR-CH-10003379,0,5,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,11,4,5,1
1043,CA-2017-102981,2017-06-09,2,MO-17500,Mary O'Rourke,0,United States,New York City,New York,10035.0,1,FUR-BO-10001811,0,4,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,6,2,4,1
1047,CA-2017-169103,2017-08-03,3,ZC-21910,Zuschuss Carroll,0,United States,Miami,Florida,33142.0,2,TEC-PH-10001530,2,13,Cisco Unified IP Phone 7945G VoIP phone,1363.96,8,3,3,1
1083,US-2017-143819,2017-01-03,3,KD-16270,Karen Daniels,0,United States,Yonkers,New York,10701.0,1,FUR-TA-10001095,0,16,Chromcraft Round Conference Tables,836.592,1,1,1,1
1086,US-2017-143819,2017-01-03,3,KD-16270,Karen Daniels,0,United States,Yonkers,New York,10701.0,1,TEC-MA-10003979,2,11,Ativa V4110MDD Micro-Cut Shredder,4899.93,1,1,1,1
1119,CA-2016-142755,2016-04-09,3,CS-12355,Christine Sundaresam,0,United States,Roswell,Georgia,30076.0,2,TEC-AC-10002049,2,0,Logitech G19 Programmable Gaming Keyboard,619.95,4,2,5,1
1147,CA-2016-112452,2016-04-04,1,NC-18340,Nat Carroll,0,United States,Lansing,Michigan,48911.0,0,OFF-AP-10003849,1,1,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,4,2,0,1
1151,CA-2016-112452,2016-04-04,1,NC-18340,Nat Carroll,0,United States,Lansing,Michigan,48911.0,0,TEC-CO-10004202,2,6,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,4,2,0,1
1200,CA-2017-130946,2017-08-04,3,ZC-21910,Zuschuss Carroll,0,United States,Houston,Texas,77041.0,0,OFF-BI-10004995,1,3,GBC DocuBind P400 Electric Binding System,1088.792,8,3,4,1
1220,US-2018-118087,2018-09-09,3,SP-20620,Stefania Perrino,1,United States,Philadelphia,Pennsylvania,19134.0,1,TEC-PH-10002200,2,13,Samsung Galaxy Note 2,1931.958,9,3,6,1
1246,CA-2015-168494,2015-12-12,2,NP-18700,Nora Preis,0,United States,Fresno,California,93727.0,3,FUR-TA-10004619,0,16,Hon Non-Folding Utility Tables,764.688,12,4,5,1
1247,CA-2015-168494,2015-12-12,2,NP-18700,Nora Preis,0,United States,Fresno,California,93727.0,3,FUR-TA-10003473,0,16,Bretford Rectangular Conference Table Tops,3610.848,12,4,5,1
1253,CA-2016-154956,2016-04-07,3,IM-15070,Irene Maddox,0,United States,Milwaukee,Wisconsin,53209.0,0,TEC-PH-10004165,2,13,Mitel MiVoice 5330e IP Phone,1099.96,4,2,3,1
1319,CA-2015-160773,2015-01-07,3,LW-16825,Laurel Workman,1,United States,Deltona,Florida,32725.0,2,TEC-PH-10004586,2,13,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,1,1,2,1
1341,CA-2018-113481,2018-02-01,0,AS-10045,Aaron Smayling,1,United States,Jacksonville,North Carolina,28540.0,2,TEC-MA-10002178,2,11,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,1,3,1
1368,US-2018-155425,2018-10-11,0,AB-10600,Ann Blume,1,United States,Tucson,Arizona,85705.0,3,FUR-CH-10003312,0,5,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,10,4,3,1
1376,CA-2015-126361,2015-04-08,2,VD-21670,Valerie Dominguez,0,United States,Pleasant Grove,Utah,84062.0,3,OFF-AP-10003590,1,1,Hoover WindTunnel Plus Canister Vacuum,1089.75,4,2,2,1
1390,US-2017-108504,2017-05-02,1,PP-18955,Paul Prost,2,United States,Smyrna,Georgia,30080.0,2,TEC-PH-10003645,2,13,Aastra 57i VoIP phone,484.83,5,2,1,1
1395,US-2018-117247,2018-09-10,3,CK-12760,Cyma Kinney,1,United States,Aurora,Illinois,60505.0,0,FUR-TA-10002958,0,16,"Bevis Oval Conference Table, Walnut",652.45,9,3,0,1
1469,CA-2018-139199,2018-09-12,3,DK-12835,Damala Kotsonis,1,United States,Detroit,Michigan,48234.0,0,FUR-CH-10000847,0,5,Global Executive Mid-Back Manager's Chair,872.94,9,3,2,1
1487,CA-2016-140410,2016-03-11,3,CM-12655,Corinna Mitchell,2,United States,Los Angeles,California,90008.0,3,TEC-PH-10003580,2,13,Cisco IP Phone 7961G-GE VoIP phone,1212.848,3,1,4,1
1502,CA-2018-130386,2018-12-11,3,NG-18430,Nathan Gelder,0,United States,Austin,Texas,78745.0,0,OFF-ST-10003716,1,14,Tennsco Double-Tier Lockers,540.048,12,4,1,1
1506,CA-2016-153388,2016-01-08,3,PC-19000,Pauline Chand,2,United States,Los Angeles,California,90004.0,3,FUR-TA-10003715,0,16,Hon 2111 Invitation Series Corner Table,1004.976,1,1,4,1
1517,CA-2018-148446,2018-10-12,2,MC-17845,Michael Chen,0,United States,North Las Vegas,Nevada,89031.0,3,FUR-TA-10004256,0,16,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,10,4,4,1
1550,CA-2015-134278,2015-06-07,0,EP-13915,Emily Phan,0,United States,New York City,New York,10011.0,1,TEC-CO-10001046,2,6,Canon Imageclass D680 Copier / Fax,559.992,6,2,6,1
1583,CA-2016-131338,2016-09-08,0,NP-18325,Naresj Patel,0,United States,New York City,New York,10024.0,1,OFF-BI-10000545,1,3,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,9,3,3,1
1586,CA-2016-131338,2016-09-08,0,NP-18325,Naresj Patel,0,United States,New York City,New York,10024.0,1,TEC-PH-10000984,2,13,Panasonic KX-TG9471B,979.95,9,3,3,1
1622,CA-2018-108560,2018-08-07,3,JC-15385,Jenna Caffey,0,United States,Kent,Washington,98031.0,3,OFF-LA-10003930,1,10,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,3,1,1
1631,CA-2017-106530,2017-08-05,1,CL-12565,Clay Ludtke,0,United States,Cleveland,Ohio,44105.0,1,OFF-ST-10002011,1,14,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,8,3,5,1
1670,US-2016-157154,2016-10-01,3,MM-17920,Michael Moore,0,United States,New York City,New York,10011.0,1,FUR-TA-10001889,0,16,Bush Advantage Collection Racetrack Conference Table,1018.104,10,4,5,1
1700,CA-2015-135657,2015-03-06,2,SC-20725,Steven Cartwright,0,United States,Seattle,Washington,98115.0,3,FUR-TA-10004086,0,16,KI Adjustable-Height Table,515.88,3,1,4,1
1714,US-2018-124968,2018-08-09,2,MM-18055,Michelle Moray,0,United States,Chicago,Illinois,60610.0,0,FUR-TA-10004289,0,16,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,8,3,3,1
1753,CA-2018-116715,2018-02-12,0,VW-21775,Victoria Wilson,1,United States,San Francisco,California,94122.0,3,OFF-ST-10004340,1,14,"Fellowes Mobile File Cart, Black",559.62,2,1,0,1
1757,CA-2016-135622,2016-08-12,2,TT-21460,Tonja Turnell,2,United States,Fort Worth,Texas,76106.0,0,TEC-PH-10001817,2,13,Wilson Electronics DB Pro Signal Booster,1718.4,8,3,4,1
1792,CA-2015-120474,2015-01-12,0,RP-19390,Resi Pölking,0,United States,Madison,Wisconsin,53711.0,0,FUR-CH-10001854,0,5,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,1,1,0,1
1812,CA-2015-132612,2015-09-06,2,FO-14305,Frank Olsen,0,United States,Harrisonburg,Virginia,22801.0,2,FUR-TA-10004534,0,16,Bevis 44 x 96 Conference Tables,1441.3,9,3,6,1
1828,CA-2017-109344,2017-08-02,2,CH-12070,Cathy Hwang,2,United States,Raleigh,North Carolina,27604.0,2,TEC-PH-10002624,2,13,Samsung Galaxy S4 Mini,1127.976,8,3,2,1
1834,CA-2018-162691,2018-01-08,3,AS-10045,Aaron Smayling,1,United States,Austin,Texas,78745.0,0,TEC-MA-10000488,2,11,Bady BDG101FRU Card Printer,1439.982,1,1,0,1
1883,CA-2016-109512,2016-05-03,1,LF-17185,Luke Foster,0,United States,New York City,New York,10011.0,1,OFF-ST-10000689,1,14,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,5,2,1,1
1897,CA-2018-141789,2018-03-10,0,AC-10450,Amy Cox,0,United States,Minneapolis,Minnesota,55407.0,0,OFF-BI-10001359,1,3,GBC DocuBind TL300 Electric Binding System,1793.98,3,1,5,1
1913,CA-2018-121503,2018-03-07,2,FH-14275,Frank Hawley,1,United States,Houston,Texas,77041.0,0,TEC-MA-10003674,2,11,Hewlett-Packard Deskjet 5550 Printer,597.132,3,1,2,1
1923,CA-2017-156685,2017-08-07,2,SC-20230,Scot Coram,1,United States,Arlington,Texas,76017.0,0,TEC-PH-10004345,2,13,Cisco SPA 502G IP Phone,863.64,8,3,0,1
1941,CA-2017-112109,2017-08-07,3,JE-15715,Joe Elijah,0,United States,Broomfield,Colorado,80020.0,3,FUR-CH-10004287,0,5,SAFCO Arco Folding Chair,662.88,8,3,0,1
1954,CA-2018-157987,2018-02-09,3,AC-10615,Ann Chong,1,United States,New York City,New York,10009.0,1,FUR-CH-10003379,0,5,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,2,1,4,1
1983,CA-2015-122749,2015-03-12,3,NG-18430,Nathan Gelder,0,United States,Oklahoma City,Oklahoma,73120.0,0,TEC-PH-10003811,2,13,Jabra Supreme Plus Driver Edition Headset,479.96,3,1,3,1
1989,CA-2016-127509,2016-09-11,3,AS-10090,Adam Shillingsburg,0,United States,Springfield,Missouri,65807.0,0,FUR-TA-10002855,0,16,Bevis Round Conference Table Top & Single Column Base,1024.38,9,3,6,1
2075,CA-2018-122504,2018-07-11,2,DB-13270,Deborah Brumfield,2,United States,Brentwood,California,94513.0,3,TEC-PH-10002468,2,13,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,3,2,1
2101,US-2015-140116,2015-10-03,3,KT-16480,Kean Thornton,0,United States,Denver,Colorado,80219.0,3,OFF-ST-10000078,1,14,Tennsco 6- and 18-Compartment Lockers,636.408,10,4,5,1
2142,CA-2015-159520,2015-06-06,3,GT-14635,Grant Thornton,1,United States,Long Beach,New York,11561.0,1,FUR-TA-10003238,0,16,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,6,2,5,1
2183,CA-2017-128818,2017-07-05,3,CJ-12010,Caroline Jumper,0,United States,New York City,New York,10009.0,1,TEC-MA-10000488,2,11,Bady BDG101FRU Card Printer,3999.95,7,3,2,1
2190,CA-2018-143063,2018-10-08,3,IL-15100,Ivan Liston,0,United States,Columbus,Indiana,47201.0,0,TEC-PH-10003645,2,13,Aastra 57i VoIP phone,1454.49,10,4,0,1
2202,US-2015-165659,2015-01-06,3,LT-17110,Liz Thompson,0,United States,Little Rock,Arkansas,72209.0,2,TEC-PH-10002563,2,13,Adtran 1202752G1,881.93,1,1,1,1
2222,CA-2016-131884,2016-06-12,1,DK-13375,Dennis Kane,0,United States,Marion,Ohio,43302.0,1,TEC-PH-10001578,2,13,Polycom SoundStation2 EX Conference phone,485.94,6,2,6,1
2274,CA-2016-142944,2016-06-03,3,JL-15850,John Lucas,0,United States,San Francisco,California,94122.0,3,TEC-CO-10003763,2,6,Canon PC1060 Personal Laser Copier,1119.984,6,2,4,1
2290,CA-2018-115154,2018-08-01,0,RS-19420,Ricardo Sperren,1,United States,Seattle,Washington,98115.0,3,FUR-TA-10001950,0,16,Balt Solid Wood Round Tables,892.98,8,3,2,1
2299,CA-2016-113145,2016-01-11,3,VD-21670,Valerie Dominguez,0,United States,New York City,New York,10011.0,1,TEC-AC-10001838,2,0,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,1,1,0,1
2300,CA-2016-113145,2016-01-11,3,VD-21670,Valerie Dominguez,0,United States,New York City,New York,10011.0,1,TEC-PH-10002597,2,13,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,1,1,0,1
2392,US-2016-127040,2016-06-12,3,SG-20605,Speros Goranitis,0,United States,New York City,New York,10009.0,1,TEC-AC-10002637,2,0,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,6,2,6,1
2400,CA-2018-147361,2018-09-09,3,SB-20290,Sean Braxton,1,United States,Florence,South Carolina,29501.0,2,OFF-ST-10001809,1,14,Fellowes Officeware Wire Shelving,628.81,9,3,6,1
2405,CA-2018-108574,2018-07-10,3,MG-18145,Mike Gockenbach,0,United States,Los Angeles,California,90045.0,3,TEC-AC-10002049,2,0,Logitech G19 Programmable Gaming Keyboard,1115.91,7,3,1,1
2414,CA-2015-151295,2015-12-11,3,JA-15970,Joseph Airdo,0,United States,Los Angeles,California,90045.0,3,FUR-TA-10002356,0,16,Bevis Boat-Shaped Conference Table,629.064,12,4,4,1
2417,CA-2018-168655,2018-12-10,3,ML-18040,Michelle Lonsdale,1,United States,Albuquerque,New Mexico,87105.0,3,TEC-AC-10002842,2,0,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,12,4,0,1
2437,CA-2018-140053,2018-03-07,3,CA-12265,Christina Anderson,0,United States,Farmington,New Mexico,87401.0,3,FUR-FU-10003708,0,9,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,3,1,2,1
2468,CA-2018-128755,2018-04-05,3,MK-18160,Mike Kennedy,0,United States,Newport News,Virginia,23602.0,2,OFF-ST-10003306,1,14,Letter Size Cart,571.44,4,2,3,1
2477,CA-2017-114972,2017-03-11,0,PF-19225,Phillip Flathmann,0,United States,Los Angeles,California,90032.0,3,OFF-AP-10003057,1,1,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,3,1,5,1
2478,CA-2018-102750,2018-04-09,2,GM-14695,Greg Maxwell,1,United States,Los Angeles,California,90036.0,3,FUR-TA-10000198,0,16,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,4,2,0,1
2490,CA-2016-141040,2016-09-10,2,TB-21250,Tim Brockman,0,United States,New York City,New York,10024.0,1,TEC-PH-10001835,2,13,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,9,3,5,1
2495,CA-2017-146206,2017-10-09,2,KT-16480,Kean Thornton,0,United States,Houston,Texas,77095.0,0,TEC-PH-10000895,2,13,Polycom VVX 310 VoIP phone,719.96,10,4,0,1
2510,CA-2018-163902,2018-02-03,3,MY-17380,Maribeth Yedwab,1,United States,Los Angeles,California,90045.0,3,TEC-AC-10000580,2,0,Logitech G13 Programmable Gameboard with LCD Display,479.94,2,1,5,1
2568,CA-2018-123967,2018-01-11,2,SF-20200,Sarah Foster,0,United States,Bellingham,Washington,98226.0,3,FUR-TA-10003954,0,16,Hon 94000 Series Round Tables,2665.62,1,1,3,1
2569,CA-2018-148929,2018-07-09,3,SP-20620,Stefania Perrino,1,United States,New York City,New York,10011.0,1,OFF-ST-10003282,1,14,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,7,3,0,1
